bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price,price_category
2,2,3934,Bronx,1994,1,0,House,2,0,934610,Medium
6,2,1247,Queens,1996,0,0,Apartment,1,1,747966,Low
5,1,3397,Bronx,1981,0,0,House,2,0,955186,High
6,1,1418,Brooklyn,2006,0,1,Apartment,2,0,789429,Medium
2,3,842,Bronx,2015,0,1,Apartment,1,1,528473,Low
2,3,3310,Queens,1993,0,0,House,3,1,921576,Medium
6,1,3505,Manhattan,2022,1,0,House,2,1,1219924,High
1,4,2499,Harlem,2011,1,0,Apartment,1,1,788556,Medium
4,3,818,Brooklyn,1991,1,1,House,2,0,760379,Low
2,2,608,Staten Island,2002,0,1,Condo,3,1,502395,Low
6,2,1029,Staten Island,1995,0,0,House,3,1,736515,Low
6,4,612,Manhattan,1981,1,0,Apartment,3,1,873812,Medium
3,1,2398,Harlem,1986,1,0,Condo,2,0,772296,Medium
4,3,3554,Bronx,2000,0,0,House,2,1,1039734,High
5,2,3617,Staten Island,2010,0,1,House,2,0,1070481,High
1,1,3896,Brooklyn,2002,0,0,House,3,0,903426,Medium
5,3,1289,Harlem,2004,0,1,House,1,1,818423,Medium
4,4,2382,Queens,2014,0,1,House,2,1,978573,High
4,2,3738,Bronx,2014,0,0,Apartment,1,1,991472,High
4,4,1276,Harlem,1986,1,0,House,2,0,790243,Medium
5,4,2831,Queens,1984,1,0,Condo,1,1,1021147,High
4,4,1604,Harlem,2011,1,0,House,2,0,843087,Medium
6,3,807,Harlem,1984,1,1,House,1,1,806482,Medium
5,4,3175,Bronx,2004,0,1,Apartment,1,0,1036089,High
4,3,1923,Brooklyn,2010,0,1,Apartment,3,1,928133,Medium
6,3,3465,Queens,1999,1,0,Condo,3,0,1166697,High
3,4,1602,Brooklyn,2001,0,1,Apartment,2,1,798222,Medium
4,4,3912,Queens,2017,1,0,Condo,1,0,1090865,High
5,1,3102,Bronx,1992,1,0,House,3,0,1013011,High
2,2,2365,Brooklyn,2018,1,0,Apartment,1,1,813593,Medium
4,1,3549,Bronx,1981,1,1,House,1,0,1051926,High
2,2,2153,Harlem,2001,1,0,House,3,1,792767,Medium
6,2,2282,Harlem,1988,0,0,Apartment,3,0,859904,Medium
3,1,2891,Bronx,1981,0,0,Apartment,2,0,762375,Low
1,1,2585,Queens,2011,1,1,Apartment,2,1,762952,Low
3,2,1370,Harlem,1987,1,1,House,1,1,726171,Low
4,2,837,Queens,1995,0,0,Apartment,3,0,585968,Low
2,2,3917,Brooklyn,2012,1,1,Condo,1,1,1065450,High
2,3,2992,Staten Island,1990,0,1,Condo,1,1,846051,Medium
5,2,2957,Harlem,2011,0,1,Apartment,1,0,958514,High
2,4,2184,Harlem,1987,1,0,Condo,2,1,784387,Medium
5,4,1907,Manhattan,2011,0,1,Apartment,3,1,971656,High
6,4,2685,Queens,2000,1,0,House,1,0,1046338,High
1,1,2419,Bronx,2004,0,1,Condo,3,0,645214,Low
4,1,631,Manhattan,1999,0,1,Condo,1,1,701681,Low
5,1,3914,Brooklyn,1980,1,1,Condo,2,1,1201494,High
1,2,891,Manhattan,2000,0,0,Condo,3,0,546424,Low
2,4,891,Manhattan,1986,1,0,Condo,1,0,674392,Low
2,2,2242,Staten Island,2004,1,1,House,1,0,714028,Low
1,3,3405,Staten Island,1988,1,0,Condo,3,0,886887,Medium
2,3,2005,Manhattan,2001,1,1,Apartment,1,0,824007,Medium
6,1,1177,Staten Island,1981,1,1,Condo,3,0,757065,Low
6,3,1761,Staten Island,1998,0,1,Apartment,3,1,882949,Medium
1,4,1823,Manhattan,1985,0,1,Apartment,2,0,741062,Low
5,3,3252,Queens,1984,0,0,House,3,0,1017493,High
5,1,1046,Staten Island,1989,1,0,Condo,3,0,661733,Low
1,2,877,Manhattan,1980,0,0,House,3,1,612061,Low
5,3,3641,Queens,2005,0,0,Condo,1,0,1096603,High
5,4,3179,Harlem,2005,1,1,Condo,3,1,1155151,High
6,4,2424,Staten Island,1997,1,0,House,2,1,1035921,High
5,4,2022,Manhattan,2000,1,0,House,3,0,1073174,High
3,2,1583,Staten Island,1991,1,0,Apartment,1,0,586631,Low
4,4,3249,Queens,2017,0,0,Apartment,2,1,1008788,High
2,1,3209,Manhattan,1993,0,1,Apartment,3,0,966163,High
3,1,3681,Queens,2011,0,0,House,1,0,958406,High
5,4,3238,Harlem,2018,0,0,Condo,3,0,1134413,High
6,3,2172,Bronx,2014,0,1,Apartment,3,0,946350,High
1,4,658,Brooklyn,1996,1,1,House,2,1,619509,Low
5,1,3759,Bronx,1989,0,1,Apartment,3,1,1091603,High
6,1,1058,Staten Island,2014,1,1,Condo,3,0,695641,Low
4,1,703,Queens,1995,0,0,House,2,1,604907,Low
5,3,1430,Manhattan,1985,1,1,House,1,0,921286,Medium
1,3,1388,Queens,1983,0,1,Condo,3,0,590486,Low
6,3,2751,Staten Island,1988,0,1,House,3,0,1020639,High
6,1,3925,Manhattan,2008,1,0,House,3,1,1291931,High
6,2,1341,Bronx,1986,1,0,House,2,0,757214,Low
4,4,2172,Queens,1995,1,0,Apartment,3,1,880666,Medium
5,4,2948,Brooklyn,1985,1,0,Condo,1,1,1086201,High
4,1,3301,Harlem,1982,0,0,Apartment,2,1,931717,Medium
2,3,1154,Harlem,1993,0,1,Condo,3,0,634153,Low
2,2,1227,Staten Island,1993,1,0,House,2,1,570536,Low
5,2,1707,Staten Island,1988,0,0,Condo,2,0,709561,Low
4,3,3576,Queens,2015,1,0,House,3,1,1114989,High
1,4,3930,Bronx,2002,0,1,House,1,1,992826,High
6,4,3007,Bronx,1994,1,1,Condo,3,1,1137823,High
6,2,2734,Brooklyn,1986,1,1,House,2,1,1146122,High
5,2,1027,Brooklyn,1999,0,1,Apartment,3,0,760097,Low
2,3,3014,Queens,1998,0,0,Condo,2,1,895549,Medium
2,4,2990,Manhattan,1985,0,1,Condo,3,1,1047547,High
6,2,2994,Bronx,2018,1,1,Condo,3,0,1074201,High
5,4,2426,Manhattan,1980,0,1,House,3,1,1146767,High
4,2,2544,Manhattan,1986,0,0,Apartment,1,1,909585,Medium
2,3,2743,Queens,2014,1,0,Condo,1,1,822153,Medium
4,4,3926,Brooklyn,2004,0,0,House,1,0,1187190,High
2,2,2477,Manhattan,2017,1,1,Apartment,1,0,867691,Medium
2,2,1759,Queens,2002,0,0,House,3,1,658131,Low
3,2,1871,Brooklyn,2004,1,0,House,1,1,819197,Medium
2,2,1483,Manhattan,2017,1,1,Apartment,3,1,742372,Low
1,3,1085,Manhattan,1990,0,0,House,2,0,633477,Low
5,4,2025,Brooklyn,2013,0,0,Apartment,2,1,923954,Medium
5,4,1203,Harlem,2010,0,1,Condo,1,1,788095,Medium
4,1,1011,Brooklyn,2017,1,0,Condo,1,0,638635,Low
2,4,2594,Staten Island,1991,0,0,Apartment,3,0,774874,Medium
1,1,2531,Staten Island,1988,1,0,House,3,1,702606,Low
4,2,3095,Queens,1992,0,0,Condo,2,1,938925,Medium
3,3,846,Queens,1999,1,1,Apartment,3,0,622644,Low
4,3,3417,Bronx,2000,0,1,Apartment,1,1,1020685,High
4,2,3346,Staten Island,2001,0,0,House,1,0,939341,Medium
2,1,3068,Brooklyn,1980,0,0,House,3,1,894016,Medium
3,2,2771,Staten Island,2019,1,1,Condo,2,0,866744,Medium
4,3,3931,Harlem,2020,1,0,Condo,2,1,1168253,High
1,3,3840,Queens,1996,1,0,Condo,2,0,945473,High
1,4,3588,Harlem,1983,1,1,House,1,1,997760,High
5,1,3524,Queens,1985,0,0,Condo,1,0,1002163,High
3,4,3782,Harlem,1998,1,0,Apartment,1,0,1060911,High
3,3,3961,Queens,2009,0,0,Apartment,2,0,1020941,High
5,3,2222,Brooklyn,2002,0,1,Condo,1,0,933082,Medium
4,4,2660,Harlem,2011,1,0,House,3,0,989564,High
3,4,3934,Manhattan,2008,0,1,Condo,3,0,1239401,High
1,3,1399,Queens,1987,0,0,Apartment,2,1,566314,Low
1,4,3694,Staten Island,2000,0,0,Condo,2,0,903810,Medium
2,4,1544,Manhattan,1996,0,1,Apartment,3,1,830532,Medium
3,1,2847,Staten Island,1996,0,0,House,2,0,770502,Medium
4,3,1865,Queens,2000,1,1,Apartment,3,1,821782,Medium
5,2,1862,Brooklyn,1994,1,1,Condo,1,1,930073,Medium
5,1,2950,Manhattan,2006,1,1,House,3,1,1097170,High
4,2,1788,Manhattan,2004,0,0,House,2,0,886164,Medium
6,4,3385,Queens,2012,0,1,House,2,1,1210358,High
2,4,775,Harlem,1981,1,0,Condo,2,1,594843,Low
5,2,1652,Queens,2021,0,1,Apartment,3,0,784957,Medium
3,4,3324,Queens,1995,1,1,Condo,3,0,1037535,High
2,4,3182,Bronx,2015,0,1,Apartment,2,1,926569,Medium
3,1,1917,Brooklyn,1987,0,0,House,2,0,735370,Low
1,2,1076,Harlem,1995,1,0,Apartment,1,0,497654,Low
2,1,3030,Brooklyn,1986,0,1,House,1,0,902036,Medium
5,2,3203,Queens,1984,0,1,House,3,1,1079194,High
2,1,2315,Bronx,2002,1,1,House,1,0,737024,Low
2,3,3967,Queens,1987,1,0,House,1,0,1020884,High
2,3,2274,Queens,1982,1,0,Condo,3,0,764966,Low
6,2,933,Brooklyn,2014,1,0,Apartment,1,1,741034,Low
2,3,1871,Bronx,2015,1,0,Condo,3,1,694760,Low
3,1,1864,Brooklyn,2015,1,0,House,2,0,777322,Medium
1,2,3777,Queens,1994,0,0,Apartment,1,1,856228,Medium
4,3,3545,Staten Island,2009,0,1,Apartment,3,1,1042422,High
2,3,1530,Manhattan,1994,1,1,Apartment,3,0,807993,Medium
5,2,1284,Harlem,2008,0,1,Condo,3,0,765409,Low
2,3,1160,Queens,1983,0,1,Apartment,1,0,577526,Low
5,3,722,Harlem,2013,1,0,Apartment,3,1,716666,Low
3,2,1658,Bronx,2002,0,1,Apartment,3,1,686139,Low
5,3,3265,Staten Island,2014,0,0,Apartment,1,1,975836,High
4,3,3635,Harlem,2007,0,1,House,3,1,1196494,High
1,3,1439,Harlem,2010,1,1,Apartment,3,1,648992,Low
5,3,1015,Bronx,2021,0,1,House,1,1,729563,Low
5,4,1307,Queens,2012,1,1,Apartment,1,0,781355,Medium
1,2,3284,Queens,1997,1,1,Apartment,2,1,865925,Medium
4,4,3998,Manhattan,1984,0,1,Condo,2,0,1265545,High
2,4,3966,Bronx,1988,0,1,Condo,3,0,1078586,High
5,1,946,Staten Island,1999,1,0,Condo,2,0,610776,Low
1,4,2684,Manhattan,2017,1,1,Apartment,3,0,945840,High
3,4,2323,Bronx,1988,1,1,House,3,0,879472,Medium
1,1,3159,Queens,1997,0,1,Condo,2,1,776704,Medium
3,3,1448,Manhattan,1994,1,1,Condo,1,1,846083,Medium
4,3,1134,Queens,1994,1,1,Apartment,1,1,697028,Low
2,4,3557,Brooklyn,1993,1,0,Condo,2,0,981137,High
1,1,3420,Brooklyn,2014,1,1,Apartment,3,1,958415,High
6,3,2329,Manhattan,2019,1,0,House,1,0,1096054,High
5,1,2501,Manhattan,2022,0,0,Apartment,3,1,966443,High
4,2,1263,Bronx,2015,0,0,House,1,1,638978,Low
1,2,1641,Staten Island,2021,0,0,House,2,0,513775,Low
5,2,626,Staten Island,1999,1,1,Apartment,2,1,625622,Low
1,2,3183,Brooklyn,1990,1,1,Apartment,2,0,896151,Medium
3,4,1652,Brooklyn,2020,0,1,House,3,1,862657,Medium
1,2,2274,Brooklyn,1996,0,0,Condo,2,0,702230,Low
6,2,3655,Queens,2020,0,1,Apartment,2,1,1184898,High
1,1,3305,Staten Island,2004,1,1,Apartment,2,0,750379,Low
1,3,2258,Manhattan,2008,1,1,Apartment,3,0,848213,Medium
6,1,1239,Brooklyn,2002,0,1,House,3,1,875890,Medium
4,4,3788,Harlem,1988,0,1,Condo,3,1,1180039,High
1,2,3803,Bronx,2004,1,0,Apartment,1,0,879037,Medium
6,3,3960,Manhattan,2020,1,0,Apartment,3,0,1324210,High
5,3,2341,Manhattan,2002,1,0,Condo,2,0,1025732,High
3,2,3907,Manhattan,1981,0,1,House,1,1,1151612,High
3,2,641,Staten Island,1980,0,1,Apartment,3,0,480680,Low
1,4,3831,Brooklyn,2017,1,0,Apartment,3,1,1002428,High
4,4,2314,Bronx,1985,0,1,House,3,1,970247,High
4,2,3796,Queens,1994,0,1,Apartment,1,0,1077618,High
5,2,3931,Bronx,1986,1,1,House,2,0,1177436,High
1,2,3947,Bronx,1981,1,1,Condo,2,1,971034,High
3,2,2860,Harlem,2009,0,1,Condo,1,0,886867,Medium
4,3,2586,Bronx,2008,1,0,House,2,1,928592,Medium
1,4,3483,Queens,1991,0,0,House,3,1,967953,High
4,2,1301,Bronx,2013,0,1,House,1,0,647325,Low
6,2,2054,Harlem,2009,1,1,Condo,2,0,954530,High
4,3,2727,Bronx,2015,0,1,Condo,1,0,894734,Medium
3,1,3602,Brooklyn,2014,0,0,Apartment,3,0,969698,High
2,2,1851,Harlem,1981,1,0,House,2,0,666739,Low
5,3,3549,Brooklyn,1982,1,0,House,2,1,1167598,High
5,3,3766,Brooklyn,2021,1,0,Apartment,3,0,1147781,High
3,1,3071,Manhattan,1991,1,1,Apartment,2,0,995688,High
4,4,2596,Harlem,1983,0,0,Condo,2,0,924583,Medium
1,4,1518,Bronx,1986,0,0,Apartment,2,0,553067,Low
4,4,3163,Staten Island,1999,0,1,Apartment,3,1,1025262,High
3,2,764,Staten Island,1998,0,0,House,1,1,501357,Low
5,4,2049,Staten Island,1987,0,1,Apartment,1,1,880156,Medium
4,2,3644,Queens,1982,1,0,House,2,1,1066922,High
5,2,3640,Brooklyn,2006,1,1,House,1,0,1193054,High
1,3,3540,Brooklyn,1994,1,0,House,3,1,1020585,High
5,4,3663,Brooklyn,1987,0,1,Apartment,2,1,1209899,High
5,4,1665,Harlem,1997,1,1,Apartment,3,1,951334,High
2,4,2420,Queens,2008,0,1,House,2,0,827291,Medium
2,2,3388,Bronx,2015,1,0,Condo,2,1,881911,Medium
6,2,3402,Manhattan,1982,1,0,Condo,2,0,1148146,High
2,4,3063,Harlem,1988,1,1,House,1,0,968282,High
5,2,3971,Brooklyn,1989,1,0,Condo,2,1,1175490,High
3,2,3726,Bronx,2019,1,0,Apartment,3,0,995216,High
5,1,935,Staten Island,1999,0,1,House,2,0,637172,Low
3,1,2524,Manhattan,1981,0,0,Apartment,1,1,832316,Medium
3,4,1480,Staten Island,1980,0,1,Condo,2,0,698980,Low
2,4,2053,Bronx,2006,0,1,Condo,1,1,765957,Low
4,1,1571,Bronx,1983,0,0,Apartment,1,1,605018,Low
1,2,3332,Staten Island,2016,0,1,Condo,2,1,819705,Medium
2,2,3388,Harlem,2011,1,0,Condo,1,0,912306,Medium
2,3,629,Manhattan,1997,1,1,Apartment,2,0,631495,Low
4,4,2140,Staten Island,1993,1,1,Apartment,1,1,869760,Medium
1,4,1174,Staten Island,1994,0,1,Apartment,2,1,549961,Low
5,4,820,Harlem,1983,0,0,Apartment,2,0,679540,Low
6,3,1426,Staten Island,1998,0,0,Condo,2,1,791186,Medium
6,3,2613,Manhattan,2003,1,1,Apartment,2,0,1143341,High
5,2,3241,Queens,2009,1,1,House,2,0,1112464,High
2,1,2117,Manhattan,1992,1,0,Condo,3,0,796293,Medium
1,1,1353,Harlem,1990,1,1,Condo,1,1,570260,Low
2,1,1876,Staten Island,2007,1,1,Apartment,2,0,604294,Low
3,2,2187,Brooklyn,1990,1,0,Condo,3,1,843093,Medium
2,1,3992,Brooklyn,1980,0,1,Apartment,2,0,990894,High
2,3,3710,Bronx,2021,0,1,Condo,1,1,940160,Medium
5,3,1620,Queens,1983,1,0,Apartment,3,1,809932,Medium
5,4,2088,Harlem,2017,1,0,Condo,3,1,980605,High
5,1,2561,Bronx,2013,0,1,House,1,1,876414,Medium
6,3,2462,Bronx,1991,1,0,Apartment,2,1,991910,High
3,4,3139,Brooklyn,2003,0,1,Apartment,3,1,1046937,High
5,1,1037,Manhattan,2016,1,0,House,3,0,760937,Low
1,1,1078,Bronx,2011,1,1,Apartment,3,0,454398,Low
6,3,1382,Bronx,1998,1,1,Condo,1,0,795196,Medium
4,4,3596,Queens,2008,1,1,Condo,2,1,1140923,High
1,4,1607,Brooklyn,2017,0,0,Condo,2,0,657756,Low
1,3,671,Manhattan,2008,0,0,House,1,0,557059,Low
5,3,1181,Queens,1998,1,0,House,2,1,751337,Low
4,3,819,Manhattan,1999,0,1,Condo,1,0,752689,Low
4,1,1627,Manhattan,1982,1,0,House,3,0,819555,Medium
6,3,3650,Bronx,2019,0,0,Apartment,3,0,1104276,High
4,3,889,Queens,1984,0,0,House,3,0,665993,Low
3,2,979,Bronx,2002,1,0,Apartment,1,1,544661,Low
5,3,3451,Staten Island,1984,0,1,Condo,1,0,1027471,High
4,3,1978,Manhattan,2009,1,0,Condo,3,0,937290,Medium
6,1,3390,Queens,2011,0,0,Condo,1,1,1031643,High
3,4,2558,Brooklyn,2003,1,1,House,3,0,1002831,High
2,1,2727,Bronx,2021,0,1,Condo,3,1,773656,Medium
2,2,665,Staten Island,2014,1,0,House,1,1,488408,Low
3,3,2783,Harlem,2011,0,0,Condo,1,1,851871,Medium
6,3,998,Staten Island,2001,1,1,Apartment,3,0,730226,Low
3,3,946,Staten Island,2000,1,1,House,3,1,645787,Low
5,3,2584,Bronx,2007,0,0,Apartment,2,0,918102,Medium
5,3,2706,Brooklyn,2013,0,0,Apartment,3,1,1016089,High
2,3,1377,Queens,1995,0,0,Apartment,1,0,560079,Low
4,2,3166,Manhattan,1990,1,0,Condo,2,1,1058024,High
6,3,2503,Brooklyn,2012,1,1,Apartment,3,1,1101608,High
2,3,3361,Bronx,2017,0,1,Apartment,3,0,901298,Medium
4,3,3624,Harlem,1998,0,1,Apartment,3,0,1075504,High
4,2,3908,Queens,2007,0,1,House,1,1,1133247,High
5,3,678,Manhattan,2008,1,0,House,2,0,805916,Medium
1,2,2181,Harlem,2016,0,1,House,3,0,698854,Low
1,1,2378,Queens,1982,1,1,House,1,0,725196,Low
3,3,2762,Manhattan,1997,1,0,House,2,1,1008955,High
5,4,1585,Manhattan,1997,1,1,House,3,1,1030222,High
4,2,2085,Staten Island,1991,1,1,House,2,0,777928,Medium
6,1,2249,Harlem,1997,1,0,Condo,3,0,939983,Medium
1,2,2773,Harlem,2011,1,1,House,2,1,859066,Medium
4,2,2225,Bronx,2021,1,1,Apartment,1,1,809371,Medium
1,1,3220,Brooklyn,2015,1,0,Condo,3,0,854916,Medium
1,3,1564,Staten Island,1998,1,0,House,1,1,544252,Low
1,3,3147,Staten Island,1983,0,0,House,2,1,793544,Medium
6,2,1428,Queens,1990,0,1,Apartment,3,0,779735,Medium
5,1,3773,Harlem,1982,1,1,Apartment,3,1,1147507,High
6,3,3273,Manhattan,2006,0,1,Apartment,1,0,1176585,High
2,2,1797,Manhattan,1995,0,0,Condo,3,1,763587,Low
4,4,3099,Queens,1997,0,1,Condo,3,0,1017242,High
5,1,3763,Harlem,2009,1,1,Condo,1,0,1075564,High
5,4,2318,Bronx,2003,1,0,Condo,2,0,948313,High
5,4,3032,Manhattan,1985,0,0,Apartment,1,1,1079498,High
5,2,1828,Staten Island,2013,1,1,Apartment,1,1,752045,Low
6,1,3010,Staten Island,1991,1,0,Apartment,2,1,985698,High
5,3,2440,Harlem,2021,1,0,Apartment,3,1,965789,High
3,3,1097,Manhattan,2002,1,0,Apartment,3,1,767150,Medium
4,2,1136,Manhattan,2015,0,0,House,2,0,774963,Medium
5,3,3905,Bronx,2019,0,1,Apartment,3,0,1102021,High
4,3,2663,Harlem,1994,0,1,Apartment,2,0,926992,Medium
3,4,3628,Manhattan,1995,0,0,House,1,1,1144529,High
3,4,1764,Bronx,1993,1,1,Condo,3,1,819468,Medium
4,1,2571,Staten Island,1994,1,0,Apartment,3,1,811359,Medium
1,4,3267,Bronx,1991,1,0,House,2,0,923473,Medium
2,3,899,Manhattan,2022,1,0,House,2,1,694186,Low
1,1,2986,Brooklyn,2014,1,0,House,1,1,834561,Medium
1,1,902,Harlem,2004,1,0,House,2,0,467081,Low
6,2,1191,Manhattan,1993,1,0,Condo,2,1,847256,Medium
1,4,675,Brooklyn,1981,1,1,Condo,2,0,601905,Low
5,1,1513,Staten Island,1997,1,1,Condo,3,1,764291,Low
6,3,1379,Harlem,2014,1,0,Apartment,3,1,880413,Medium
6,1,1520,Queens,1988,0,1,House,3,1,828177,Medium
3,1,3987,Harlem,1990,0,0,Apartment,3,0,985897,High
1,2,2123,Staten Island,2005,1,1,House,3,1,691211,Low
3,3,3746,Staten Island,1982,1,1,House,3,0,1043246,High
4,3,2349,Staten Island,1984,1,1,Condo,1,1,872810,Medium
2,4,2635,Bronx,2011,0,0,Condo,3,1,778574,Medium
6,3,3013,Staten Island,2020,1,1,Apartment,2,1,1067403,High
4,1,3300,Queens,1989,0,0,House,3,1,984944,High
4,3,1605,Manhattan,2017,1,0,House,2,0,919249,Medium
5,3,2301,Brooklyn,1985,0,0,Apartment,2,0,904921,Medium
2,1,3043,Harlem,1990,1,1,Condo,1,0,872687,Medium
4,2,3902,Harlem,1996,0,0,House,2,1,1097492,High
4,4,1403,Staten Island,1981,1,1,House,2,1,808477,Medium
2,4,1651,Brooklyn,2020,0,1,House,1,0,788975,Medium
2,2,3966,Staten Island,2003,1,1,Condo,2,0,933862,Medium
4,1,3492,Bronx,1984,1,0,Condo,1,0,946499,High
2,4,1471,Brooklyn,2000,1,0,Apartment,2,0,723814,Low
4,2,3762,Staten Island,1985,0,1,Condo,3,1,1084010,High
4,2,714,Staten Island,1983,0,0,Condo,2,1,549597,Low
5,2,3830,Queens,1988,0,1,Apartment,3,1,1154428,High
1,4,3929,Queens,1984,0,0,Apartment,1,1,937101,Medium
4,4,972,Queens,1983,1,1,House,3,0,780677,Medium
3,4,1449,Bronx,1988,1,0,Condo,3,0,705798,Low
6,4,2737,Brooklyn,1997,1,1,Apartment,2,1,1134397,High
1,3,1356,Bronx,2022,0,0,Apartment,3,0,530575,Low
1,2,1921,Manhattan,1995,1,0,House,1,1,735008,Low
1,3,630,Staten Island,1981,0,1,Condo,1,0,431178,Low
5,2,2452,Staten Island,2008,0,0,House,2,1,890374,Medium
4,4,3005,Staten Island,2021,0,1,Condo,2,1,1010123,High
5,4,3117,Queens,2015,1,0,Apartment,1,1,1045716,High
4,3,3799,Staten Island,1991,0,1,House,1,0,1107587,High
5,1,2405,Queens,2020,0,1,Condo,2,0,857471,Medium
5,4,2917,Manhattan,2016,0,0,Apartment,2,1,1140467,High
6,1,2036,Bronx,2013,0,1,House,2,0,897858,Medium
3,2,2856,Bronx,2014,0,1,House,2,0,892930,Medium
5,3,1289,Bronx,2019,1,0,Apartment,2,1,758374,Low
6,1,3977,Queens,1985,0,1,Condo,1,0,1142364,High
2,1,1814,Harlem,2016,0,0,Condo,2,0,566578,Low
3,4,1056,Harlem,2015,0,1,House,3,0,712428,Low
5,1,1048,Brooklyn,1999,0,0,Apartment,1,0,661183,Low
1,1,667,Harlem,1995,1,1,Condo,3,0,496600,Low
2,2,2462,Brooklyn,1987,0,1,Condo,2,0,848107,Medium
2,3,2402,Manhattan,2001,1,0,Condo,1,0,854409,Medium
6,4,2405,Brooklyn,1984,0,1,House,2,1,1080958,High
2,4,1473,Manhattan,1984,0,1,House,2,1,813931,Medium
3,1,1066,Staten Island,1990,0,1,House,2,0,565054,Low
5,2,727,Bronx,2022,1,1,Condo,1,0,625272,Low
5,1,2399,Harlem,1998,1,1,Apartment,1,0,927152,Medium
1,1,1332,Queens,2018,0,1,Apartment,3,0,524002,Low
6,4,1867,Manhattan,1996,1,1,Apartment,1,0,1024185,High
1,1,2528,Harlem,2016,1,1,House,2,1,790329,Medium
2,1,1642,Queens,2017,1,1,Condo,3,0,656017,Low
1,2,2019,Queens,1997,0,1,Condo,1,0,609255,Low
3,4,3900,Bronx,1988,1,0,Apartment,3,0,1077806,High
5,3,967,Staten Island,1996,1,0,Condo,2,0,691278,Low
2,2,2705,Staten Island,2020,1,0,Apartment,1,0,693764,Low
1,2,3952,Brooklyn,2012,1,0,House,2,0,1016695,High
6,2,3204,Harlem,1999,1,0,Apartment,2,1,1048623,High
3,4,3773,Staten Island,1997,1,1,House,3,1,1110031,High
3,1,2695,Bronx,2003,0,1,Condo,3,0,820057,Medium
1,3,3209,Harlem,1992,0,1,Condo,3,1,928782,Medium
5,4,3240,Queens,2019,1,0,House,3,0,1151743,High
1,1,1411,Manhattan,2007,1,0,Condo,3,1,682446,Low
2,2,658,Manhattan,1982,0,1,House,1,0,602410,Low
1,4,760,Staten Island,2015,1,1,Apartment,3,1,487151,Low
3,1,702,Brooklyn,1990,0,1,House,1,0,574780,Low
1,3,1445,Manhattan,2018,1,1,Apartment,1,1,711495,Low
5,3,1011,Brooklyn,2000,0,0,Condo,2,1,777955,Medium
6,1,1385,Manhattan,2016,0,0,Apartment,1,1,858287,Medium
4,4,782,Brooklyn,1981,1,0,Apartment,2,0,674832,Low
1,2,3064,Brooklyn,1985,1,0,Condo,2,1,865447,Medium
5,1,3787,Queens,1984,1,1,Condo,3,1,1159490,High
5,2,2646,Bronx,2022,0,1,Apartment,3,1,916997,Medium
6,3,3046,Manhattan,2011,0,1,House,3,0,1229744,High
3,1,1556,Harlem,2016,0,1,Apartment,1,0,640771,Low
5,3,3426,Staten Island,2019,0,0,Condo,3,0,1059374,High
5,2,3302,Bronx,1990,0,1,House,2,0,1018854,High
5,2,1036,Queens,1996,1,1,Apartment,3,0,724315,Low
5,1,2965,Queens,1993,0,0,Condo,3,1,972264,High
2,1,2439,Queens,1981,0,1,House,2,0,754208,Low
2,1,1205,Staten Island,2018,1,1,Condo,1,1,514247,Low
3,3,3921,Manhattan,1997,1,0,House,1,1,1167438,High
1,2,3558,Manhattan,2012,0,0,Apartment,1,0,912845,Medium
5,2,2070,Brooklyn,2009,0,1,House,2,1,1001251,High
6,3,1096,Brooklyn,1994,1,0,House,2,0,824354,Medium
1,1,1966,Harlem,2008,1,1,Apartment,1,1,643392,Low
6,4,3074,Brooklyn,2005,0,1,House,3,0,1210284,High
1,1,3465,Staten Island,1980,0,1,Apartment,2,1,815602,Medium
3,4,2451,Bronx,1996,1,0,Condo,1,1,829668,Medium
5,4,1622,Manhattan,2018,1,1,Condo,1,0,969024,High
5,3,2887,Brooklyn,1981,1,1,Condo,1,0,1118639,High
4,2,3730,Staten Island,1994,0,1,Apartment,1,1,980149,High
6,2,3444,Staten Island,2001,0,1,Apartment,3,0,1074469,High
1,2,2850,Harlem,1999,0,1,Apartment,3,0,807629,Medium
1,2,2372,Brooklyn,2008,1,1,Apartment,2,0,761981,Low
2,3,2089,Harlem,2004,0,0,Condo,2,0,726173,Low
4,4,1919,Queens,2022,0,0,Apartment,1,1,806166,Medium
2,2,2934,Queens,2003,1,0,Condo,3,1,861549,Medium
2,4,2720,Queens,2013,0,0,House,2,0,862627,Medium
2,3,3373,Brooklyn,2022,0,1,House,3,0,1014062,High
6,1,936,Staten Island,2000,1,1,Condo,2,1,724262,Low
6,3,3989,Staten Island,1981,1,0,House,1,0,1165342,High
3,2,802,Manhattan,1995,1,0,Condo,1,1,656051,Low
3,1,830,Queens,2019,0,0,Apartment,2,0,483768,Low
2,3,3551,Brooklyn,2000,0,0,Condo,3,1,992735,High
4,3,3728,Manhattan,2016,0,1,Apartment,3,1,1172567,High
1,4,3291,Staten Island,1987,0,0,House,1,0,803713,Medium
6,3,3562,Manhattan,1993,1,1,Condo,1,0,1269569,High
4,1,2927,Queens,2001,0,1,Apartment,3,1,945264,High
5,3,1408,Bronx,1997,1,1,Condo,3,1,838336,Medium
6,2,1928,Queens,1984,0,0,Condo,1,0,854126,Medium
6,4,1065,Queens,2021,1,0,Condo,2,0,817307,Medium
